user, forward_engineering_percent, corrective_engineering_percent, reengineering_percent, uncategorized_percent, management_percent
poiru,0.1255533199195171,0.16981891348088532,0.29859154929577464,0.07243460764587525,0.33360160965794766
Joshua-Anderson,0.0,0.0,1.0,0.0,0.0
sairoutine,0.6428571428571429,0.0,0.07142857142857142,0.10714285714285714,0.17857142857142858
babanesma,0.0,0.3,0.0,0.4,0.3
mariozaizar,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
simonmysun,0.0,1.0,0.0,0.0,0.0
rafaelgfirmino,0.0,0.0,0.0,1.0,0.0
develar,0.3333333333333333,0.4,0.26666666666666666,0.0,0.0
Wolfer,0.0,0.0,1.0,0.0,0.0
izuzak,0.0,0.0,0.0,0.0,1.0
chicoxyzzy,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Rosey,0.0,1.0,0.0,0.0,0.0
oukan,0.06401137980085349,0.2603129445234708,0.1251778093883357,0.5177809388335705,0.032716927453769556
octref,0.0,1.0,0.0,0.0,0.0
thomasjo,0.0,0.0,0.0,0.0,1.0
matiasinsaurralde,0.1,0.0,0.0,0.9,0.0
bjrmatos,1.0,0.0,0.0,0.0,0.0
yoshuawuyts,0.0,0.0,1.0,0.0,0.0
Zhangdroid,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
deopard,1.0,0.0,0.0,0.0,0.0
calidion,0.0,0.0,1.0,0.0,0.0
andens,0.4,0.2,0.022222222222222223,0.0,0.37777777777777777
dougnukem,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
njbmartin,0.0,0.0,1.0,0.0,0.0
paulyoung,0.0,0.0,1.0,0.0,0.0
TingPing,0.0,1.0,0.0,0.0,0.0
parro-it,0.0,0.0,1.0,0.0,0.0
m1guelpf,0.0,0.0,0.0,0.0,1.0
simast,0.0,1.0,0.0,0.0,0.0
jeis2497052,0.0,1.0,0.0,0.0,0.0
gregnolle,0.14285714285714285,0.2857142857142857,0.39285714285714285,0.0,0.17857142857142858
josephfrazier,0.0,1.0,0.0,0.0,0.0
ldehai,0.0,1.0,0.0,0.0,0.0
samccone,0.0,0.9285714285714286,0.0,0.0,0.07142857142857142
czipperz,0.0,0.0,0.0,1.0,0.0
KevinMartin,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0
paulatbipsync,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
roramirez,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
brianzelip,1.0,0.0,0.0,0.0,0.0
MisumiRize,0.0,0.0,0.0,1.0,0.0
importcjj,0.0,1.0,0.0,0.0,0.0
liusy182,0.08974358974358974,0.38461538461538464,0.16666666666666666,0.08974358974358974,0.2692307692307692
losnake,0.0,0.0,1.0,0.0,0.0
javan,0.5,0.0,0.5,0.0,0.0
ShiningRay,0.0,0.7,0.0,0.3,0.0
PButcher,0.0,0.0,1.0,0.0,0.0
AndriiTsok,0.0,0.0,0.0,1.0,0.0
countrywind,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
amorist,0.0,0.0,1.0,0.0,0.0
tonyganch,0.23333333333333334,0.22857142857142856,0.2714285714285714,0.21904761904761905,0.047619047619047616
rogerlista,0.0,0.0,0.0,1.0,0.0
bhargavrpatel,0.0,0.0,1.0,0.0,0.0
DustinX,0.0,1.0,0.0,0.0,0.0
lauracpierre,0.11029411764705882,0.0,0.20588235294117646,0.5882352941176471,0.09558823529411764
lovemyliwu,0.0,0.0,1.0,0.0,0.0
steelbrain,0.0,1.0,0.0,0.0,0.0
sprintr,0.0,0.0,1.0,0.0,0.0
brentertz,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
lsegal,0.0,0.0,1.0,0.0,0.0
dongjoon-hyun,0.16666666666666666,0.3888888888888889,0.4166666666666667,0.0,0.027777777777777776
maxbrunsfeld,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
RikTheunis,0.0,1.0,0.0,0.0,0.0
gjtorikian,0.0,1.0,0.0,0.0,0.0
dataich,0.0,0.0,0.0,0.0,1.0
ccnokes,0.0,1.0,0.0,0.0,0.0
jpittner,0.0,0.0,1.0,0.0,0.0
chriswmercer,0.0,1.0,0.0,0.0,0.0
jeroenvisser101,0.0,1.0,0.0,0.0,0.0
tommoor,0.0,0.0,0.23809523809523808,0.14285714285714285,0.6190476190476191
igorklopov,0.13438735177865613,0.0,0.07905138339920949,0.7865612648221344,0.0
syohex,1.0,0.0,0.0,0.0,0.0
appetizermonster,0.0,1.0,0.0,0.0,0.0
brianfajardo,0.0,0.0,1.0,0.0,0.0
sqrthree,0.0,1.0,0.0,0.0,0.0
djpereira,0.0,0.0,0.9333333333333333,0.0,0.06666666666666667
bpasero,0.5,0.0,0.4,0.1,0.0
Haraldson,0.0,0.0,1.0,0.0,0.0
bigtimebuddy,0.23809523809523808,0.42857142857142855,0.3333333333333333,0.0,0.0
anhulife,0.0,0.0,1.0,0.0,0.0
mbarthelemy,0.2222222222222222,0.19444444444444445,0.027777777777777776,0.19444444444444445,0.3611111111111111
teiles,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
universeroc,0.0,0.0,1.0,0.0,0.0
ferreus,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285
Mossop,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
tengyifei,0.0,1.0,0.0,0.0,0.0
j5a,0.0,0.0,1.0,0.0,0.0
rafaelnobrepd,0.17857142857142858,0.14285714285714285,0.39285714285714285,0.25,0.03571428571428571
be5invis,1.0,0.0,0.0,0.0,0.0
joshuabenuck,0.0,0.0,1.0,0.0,0.0
fasterthanlime,0.0,0.0,0.0,1.0,0.0
qazbnm456,0.17543859649122806,0.5380116959064327,0.19298245614035087,0.0935672514619883,0.0
OuYancey,0.0,1.0,0.0,0.0,0.0
fscherwi,0.0,0.0,0.0,1.0,0.0
ArcticZeroo,0.0,0.0,1.0,0.0,0.0
TomKaltz,0.0,0.0,1.0,0.0,0.0
thedaniel,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143
Rastaban,0.0,0.0,0.0,0.0,1.0
zicai,0.0,1.0,0.0,0.0,0.0
kant2002,0.0,1.0,0.0,0.0,0.0
grigoryvp,0.0,1.0,0.0,0.0,0.0
rafbm,0.0,0.0,0.0,0.0,1.0
vitorgalvao,0.0,1.0,0.0,0.0,0.0
muryoimpl,0.0,1.0,0.0,0.0,0.0
RobberPhex,1.0,0.0,0.0,0.0,0.0
LasseJacobs,0.5,0.5,0.0,0.0,0.0
sk2,0.0,1.0,0.0,0.0,0.0
joshaber,0.03383458646616541,0.05889724310776942,0.17293233082706766,0.5532581453634086,0.18107769423558898
hrubilov,0.0,1.0,0.0,0.0,0.0
drulm,0.0,1.0,0.0,0.0,0.0
primalmotion,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
t-hofmann,1.0,0.0,0.0,0.0,0.0
rhysd,0.0,0.9333333333333333,0.0,0.0,0.06666666666666667
lukeadams,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
hamxiaoz,0.0,0.0,0.0,0.0,1.0
Anatzum,0.0,0.0,1.0,0.0,0.0
baconbrad,0.0,0.0,1.0,0.0,0.0
hinaria,0.0,0.0,1.0,0.0,0.0
jmorganca,0.0,1.0,0.0,0.0,0.0
vreality64,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
RIAEvangelist,0.0,0.0,0.0,0.0,1.0
pfrazee,0.3897058823529412,0.25735294117647056,0.18382352941176472,0.11764705882352941,0.051470588235294115
cesarandreu,0.0,1.0,0.0,0.0,0.0
alexwhitman,0.0,0.0,0.0,0.0,1.0
sofianguy,0.0,0.0,0.0,1.0,0.0
SamyPesse,1.0,0.0,0.0,0.0,0.0
ZhangYueqiu,0.0,0.0,1.0,0.0,0.0
clevertonh,1.0,0.0,0.0,0.0,0.0
cl3m,0.0,0.0,0.0,1.0,0.0
bj7,0.0,1.0,0.0,0.0,0.0
kramerc,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
laiso,0.0,0.0,0.0,1.0,0.0
geelen,0.0,0.0,0.0,1.0,0.0
t-hiroishi,0.0,0.0,1.0,0.0,0.0
Menci,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333
andrewda,0.0,0.0,1.0,0.0,0.0
dmnlk,1.0,0.0,0.0,0.0,0.0
vitaliel,0.0,1.0,0.0,0.0,0.0
bureken,0.0,0.0,1.0,0.0,0.0
mod-john,0.0,0.0,1.0,0.0,0.0
seanchas116,0.3188736681887367,0.11605783866057838,0.09627092846270928,0.3363774733637747,0.1324200913242009
nucleardreamer,0.0,1.0,0.0,0.0,0.0
xxczaki,0.0,0.0,1.0,0.0,0.0
3v1n0,0.7222222222222222,0.0,0.1111111111111111,0.16666666666666666,0.0
TiagoDanin,0.0,0.2777777777777778,0.4166666666666667,0.0,0.3055555555555556
rahatarmanahmed,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
MadfishDT,0.0,1.0,0.0,0.0,0.0
selique,0.0,0.0,0.0,0.0,1.0
RevoluPowered,0.0,1.0,0.0,0.0,0.0
morris-stock,0.0,0.0,0.0,1.0,0.0
vasumahesh1,1.0,0.0,0.0,0.0,0.0
hansrwindhoff,0.0,0.0,0.0,1.0,0.0
vsemozhetbyt,0.0,0.7142857142857143,0.09523809523809523,0.19047619047619047,0.0
federicobond,0.0,1.0,0.0,0.0,0.0
as3boyan,0.0,0.0,1.0,0.0,0.0
alexgleason,0.0,1.0,0.0,0.0,0.0
HR,0.0,1.0,0.0,0.0,0.0
paulcbetts,0.15289394446303112,0.18440950150552024,0.12740046838407496,0.44626965540314484,0.08902643024422884
kalikiana,0.0,0.0,0.0,1.0,0.0
mattdesl,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
Ivshti,0.0,0.0,0.0,1.0,0.0
HayateLaTech,0.0,0.0,1.0,0.0,0.0
TechnicalSoup,0.0,0.0,1.0,0.0,0.0
brendon-gonzalez,0.0,0.0,0.0,0.0,1.0
vprasanth,0.0,0.0,1.0,0.0,0.0
seanzer,0.0,0.0,1.0,0.0,0.0
fierroformo,0.0,1.0,0.0,0.0,0.0
deepak1556,0.27650805545147994,0.14389436270290523,0.09803246483651129,0.44976861462436585,0.03179650238473768
kyo-ago,0.0,1.0,0.0,0.0,0.0
bridiver,0.0,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.0
kanemontreuil,0.0,0.0,0.0,1.0,0.0
Stone-Jay,0.16666666666666666,0.10833333333333334,0.55,0.0,175
fraserxu,0.0,0.0,0.0,1.0,0.0
adill,0.047619047619047616,0.09523809523809523,0.0,0.6666666666666666,0.19047619047619047
piki,0.11282051282051282,0.06153846153846154,0.04230769230769231,0.6448717948717949,0.13846153846153847
x-yao,0.0,0.2,0.6666666666666666,0.0,0.13333333333333333
yunzhenhuan,0.0,0.0,1.0,0.0,0.0
thompsonemerson,0.022222222222222223,0.6666666666666666,0.0,0.3111111111111111,0.0
draivin,1.0,0.0,0.0,0.0,0.0
lee-dohm,0.13333333333333333,0.0,0.35555555555555557,0.0,0.5111111111111111
TasukuUno,0.0,1.0,0.0,0.0,0.0
wan-qy,0.0,1.0,0.0,0.0,0.0
perlun,0.0,0.0,1.0,0.0,0.0
lestad,1.0,0.0,0.0,0.0,0.0
lgeiger,1.0,0.0,0.0,0.0,0.0
LaurentLeVan,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
madarche,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
tnm,0.0,0.0,0.0,1.0,0.0
Hum4n01d,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Ajeey,0.0,0.0,0.0,0.0,1.0
the-ress,0.8,0.06666666666666667,0.0,0.0,0.13333333333333333
osanyin,0.0,0.19047619047619047,0.23809523809523808,0.2857142857142857,0.2857142857142857
JakeH,0.0,0.0,0.0,0.0,1.0
Sarruby,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
miniak,0.2543940795559667,0.33950046253469013,0.14431082331174838,0.11008325624421832,0.1517113783533765
anshao,0.0,0.0,1.0,0.0,0.0
awaigand,0.0,1.0,0.0,0.0,0.0
thughes,0.0,0.0,0.0,0.0,1.0
hongrich,0.0,0.0,1.0,0.0,0.0
MarshallOfSound,0.15035269451502284,0.21961230255325953,0.25024430980259765,0.2764520886267124,0.10333860450240756
aichingm,1.0,0.0,0.0,0.0,0.0
bughit,0.0,0.2,0.4,0.4,0.0
antoinepairet,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666
alexwarren,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
BobCochran,0.0,0.0,0.3333333333333333,0.4,0.26666666666666666
joaomoreno,0.0,0.19047619047619047,0.14285714285714285,0.42857142857142855,0.23809523809523808
maxbeatty,1.0,0.0,0.0,0.0,0.0
gioggio,0.6,0.0,0.26666666666666666,0.0,0.13333333333333333
austinmoore-,1.0,0.0,0.0,0.0,0.0
pborreli,0.0,1.0,0.0,0.0,0.0
Gaserd,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0
MathieuDebit,0.0,1.0,0.0,0.0,0.0
lgalabru,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
jcreekmore,1.0,0.0,0.0,0.0,0.0
probablycorey,0.0,0.06190476190476191,0.29523809523809524,0.5571428571428572,0.08571428571428572
adammeyer,0.0,0.0,0.0,1.0,0.0
feross,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
skhameneh,1.0,0.0,0.0,0.0,0.0
bengotow,0.16856060606060605,0.22348484848484848,0.3162878787878788,0.16098484848484848,0.13068181818181818
BenV,0.0,1.0,0.0,0.0,0.0
mcolyer,0.0,0.0,0.0,1.0,0.0
AdrienFery,0.25,0.0,0.14285714285714285,0.21428571428571427,0.39285714285714285
elegos,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
mal,0.0,1.0,0.0,0.0,0.0
lisurc,0.0,1.0,0.0,0.0,0.0
CSharpFan,0.0,1.0,0.0,0.0,0.0
lepinay,0.0,1.0,0.0,0.0,0.0
renaesop,0.14285714285714285,0.0,0.47619047619047616,0.0,0.38095238095238093
theLMGN,0.0,0.0,0.0,1.0,0.0
ovo4096,0.0,1.0,0.0,0.0,0.0
weiway,0.0,0.0,1.0,0.0,0.0
rsezille,0.4,0.2,0.0,0.3333333333333333,0.06666666666666667
menq,0.0,0.0,1.0,0.0,0.0
jesusD,0.0,0.0,0.0,1.0,0.0
raybooysen,0.0,0.0,1.0,0.0,0.0
22222,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
CharlieHess,0.20957542908762422,0.05269497139415839,0.13309244203553147,0.39987955435109906,0.20475760313158686
ArekSredzki,0.0,0.2,0.7,0.0,0.1
timruffles,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666
aroben,0.1590747330960854,0.20737163192679206,0.16664972038637518,0.2757498729028978,0.19115404168784952
ffdd,1.0,0.0,0.0,0.0,0.0
wolfgang42,0.0,1.0,0.0,0.0,0.0
nitsakh,0.039525691699604744,0.37549407114624506,0.24110671936758893,0.1067193675889328,0.23715415019762845
x87,0.0,1.0,0.0,0.0,0.0
envygeeks,0.0,0.0,0.0,1.0,0.0
TanninOne,0.0,0.0,1.0,0.0,0.0
bsclifton,0.0,1.0,0.0,0.0,0.0
Alex-D,0.0,0.0,0.0,1.0,0.0
lucaslopes,0.0,0.0,0.0,0.0,1.0
iamkun,0.0,0.0,1.0,0.0,0.0
fbukevin,0.16666666666666666,0.06060606060606061,0.09090909090909091,0.6818181818181818,0.0
maxogden,0.04498146564014827,0.02245508982035928,0.40034217279726264,0.42251211861990307,0.10970915312232678
yuit,0.0,0.0,0.0,0.0,1.0
robertfirespotter,0.0,1.0,0.0,0.0,0.0
danburzo,0.4,0.5,0.1,0.0,0.0
tejaspathak,0.7,0.3,0.0,0.0,0.0
duswlsgur,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
tiagotol,0.0,0.0,1.0,0.0,0.0
jpoon,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
tsekityam,0.0,0.0,0.0,0.0,1.0
gunmetalbackupgooglecode,0.0,0.0,0.0,1.0,0.0
jonatasfreitasv,0.15151515151515152,0.12121212121212122,0.015151515151515152,0.42424242424242425,0.2878787878787879
MrSurly,0.0,0.0,1.0,0.0,0.0
renatoalencar,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
orderedlist,0.0,0.4666666666666667,0.0,0.4666666666666667,0.06666666666666667
jiaz,0.0,0.0,0.0,0.0,1.0
zephyrzoom,0.0,0.0,1.0,0.0,0.0
senorflor,0.0,1.0,0.0,0.0,0.0
kewde,0.0,1.0,0.0,0.0,0.0
AndrewTsao,0.0,1.0,0.0,0.0,0.0
michal1106,0.0,0.0,1.0,0.0,0.0
ragingwind,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0
ritazh,1.0,0.0,0.0,0.0,0.0
Dorian,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
hiroppy,0.0,1.0,0.0,0.0,0.0
Mingling94,0.5,0.0,0.3333333333333333,0.0,0.16666666666666666
blainesch,1.0,0.0,0.0,0.0,0.0
vanessayuenn,0.1660455486542443,0.08115942028985507,0.13830227743271223,0.10144927536231885,0.5130434782608696
br0nstein,0.0,1.0,0.0,0.0,0.0
zachflower,0.3333333333333333,0.0,0.06666666666666667,0.4666666666666667,0.13333333333333333
HAMIDx9,1.0,0.0,0.0,0.0,0.0
hughsk,1.0,0.0,0.0,0.0,0.0
dcposch,0.0,1.0,0.0,0.0,0.0
samthomson,0.0,0.0,1.0,0.0,0.0
kcrt,0.05555555555555555,0.0,0.19444444444444445,0.4166666666666667,0.3333333333333333
Vj3k0,0.5,0.0,0.3333333333333333,0.0,0.16666666666666666
crilleengvall,0.0,0.0,0.0,0.0,1.0
nous-,0.0,1.0,0.0,0.0,0.0
solinium,0.0,0.0,1.0,0.0,0.0
ekonstantinidis,0.0,1.0,0.0,0.0,0.0
numaanashraf,0.0,1.0,0.0,0.0,0.0
markisadesignerd,0.0,1.0,0.0,0.0,0.0
fritx,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666
squarejaw,0.0,0.0,1.0,0.0,0.0
ralphtheninja,0.0,0.0,0.0,1.0,0.0
popod,0.0,0.0,1.0,0.0,0.0
biuuu,0.0,1.0,0.0,0.0,0.0
TheDancingCode,0.0,1.0,0.0,0.0,0.0
LeMoussel,0.0,0.0,1.0,0.0,0.0
stefanbuck,0.0,1.0,0.0,0.0,0.0
salomvary,0.0,0.0,0.0,1.0,0.0
julianengel,0.0,1.0,0.0,0.0,0.0
stanfieldr,0.0,0.0,0.0,1.0,0.0
fbrinker,0.0,0.0,1.0,0.0,0.0
arniu,0.0,0.0,0.0,0.0,1.0
shama,0.0,1.0,0.0,0.0,0.0
FWeinb,0.0,0.0,1.0,0.0,0.0
leemac,0.0,0.0,0.0,0.0,1.0
preco21,0.02494203378602186,0.10390857899966877,0.5894832726068234,0.053477972838688305,0.22818814176879762
ReadmeCritic,0.0,0.0,1.0,0.0,0.0
mxschmitt,0.0,1.0,0.0,0.0,0.0
watilde,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
brunoqueiros,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
alexstrat,0.2246376811594203,0.06884057971014493,0.14130434782608695,0.5652173913043478,0.0
pedro,0.0,1.0,0.0,0.0,0.0
acburdine,0.0,1.0,0.0,0.0,0.0
sbannigan,1.0,0.0,0.0,0.0,0.0
xaverh,0.0,0.0,0.0,1.0,0.0
dengyaolong,0.0,0.0,0.0,1.0,0.0
j13z,0.0,1.0,0.0,0.0,0.0
jpiepkow,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5
OctoHuman,0.0,1.0,0.0,0.0,0.0
Ingramz,0.0,1.0,0.0,0.0,0.0
jin5354,0.0,0.0,1.0,0.0,0.0
geoff-addepar,0.0,1.0,0.0,0.0,0.0
beardicus,0.0,0.0,1.0,0.0,0.0
CoolOppo,0.0,0.0,1.0,0.0,0.0
mattlyons0,0.0,0.0,0.0,1.0,0.0
ahmedmohamedali,0.0,0.23809523809523808,0.2857142857142857,0.06666666666666667,0.4095238095238095
KagamiChan,0.0,0.0,0.0,0.0,1.0
thanpolas,0.0,0.0,0.0,1.0,0.0
springmeyer,0.0,0.2,0.4,0.4,0.0
schwalbe10,0.0,1.0,0.0,0.0,0.0
danhp,0.2159090909090909,0.32575757575757575,0.2215909090909091,0.17613636363636365,0.06060606060606061
elvongray,0.0,0.0,1.0,0.0,0.0
poppinlp,0.0,1.0,0.0,0.0,0.0
alexanderneu,0.0,1.0,0.0,0.0,0.0
gerhardberger,0.2366360993066428,0.22746589129948558,0.13330351151867592,0.22075598300156565,0.18183851487363006
tcyrus,0.0,0.0,1.0,0.0,0.0
jprichardson,0.0,0.0,1.0,0.0,0.0
pzrq,0.0,0.0,1.0,0.0,0.0
Kushagra8888,0.0,0.0,1.0,0.0,0.0
zeke,0.1061525129982669,0.08454891199691893,0.161750192566917,0.3614541209320239,0.2860942615058733
GregMefford,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
romankl,0.0,0.0,1.0,0.0,0.0
sourenaraya,0.0,1.0,0.0,0.0,0.0
josimi,0.0,1.0,0.0,0.0,0.0
webpushers,0.4,0.2,0.3,0.1,0.0
matttbe,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0
atiti,0.0,1.0,0.0,0.0,0.0
mgc,0.0,0.0,0.09523809523809523,0.7619047619047619,0.14285714285714285
sneakypete81,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666
ColinEberhardt,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
alespergl,0.16387832699619773,0.39657794676806085,0.10266159695817491,0.10798479087452471,0.22889733840304183
acheronfail,0.0,0.0,1.0,0.0,0.0
Gryff,0.0,0.0,1.0,0.0,0.0
cdaringe,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
orzFly,0.5,0.5,0.0,0.0,0.0
anthonyryan1,0.0,0.0,1.0,0.0,0.0
him2,0.0,0.0,1.0,0.0,0.0
leo,0.0,0.1568627450980392,0.477124183006536,0.3660130718954248,0.0
kevinsawicki,0.16868331896786276,0.04337498759956458,0.15762157073376315,0.3287578805746815,0.30156224212412797
vivensio,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
IonicaBizau,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
johnhaley81,0.0,1.0,0.0,0.0,0.0
EthianWong,0.0,0.0,1.0,0.0,0.0
pedrro,0.0,0.0,0.0,0.0,1.0
fplucas,0.0,0.05454545454545454,0.0,0.6909090909090909,0.2545454545454545
flying-sheep,0.0,1.0,0.0,0.0,0.0
bbondy,0.11951219512195121,0.08902439024390243,0.5378048780487805,0.25365853658536586,0.0
John2143,0.0,0.0,0.0,1.0,0.0
megahertz,0.0,0.0,0.0,1.0,0.0
toyoshim,0.0,0.0,1.0,0.0,0.0
drewchandler,1.0,0.0,0.0,0.0,0.0
YurySolovyov,0.30484330484330485,0.19373219373219372,0.07977207977207977,0.3789173789173789,0.042735042735042736
mafintosh,0.08865248226950355,0.05851063829787234,0.0398936170212766,0.7544326241134752,0.05851063829787234
destan,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
dakira,0.0,0.0,0.0,0.0,1.0
yaotti,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
zcbenz,0.1593459433842707,0.14461043068883514,0.12506406921897043,0.31323243089639186,0.2577471258115319
amitmerchant1990,0.0,0.0,1.0,0.0,0.0
Toinane,0.01282051282051282,0.20512820512820512,0.16666666666666666,0.0,0.6153846153846154
etiktin,0.09651898734177215,0.12151898734177215,0.32721518987341774,0.0800632911392405,0.37468354430379747
jkleinsc,0.08531131750945993,0.09812521499828002,0.10491916064671483,0.12504299965600274,0.5866013071895425
kwonoj,0.5,0.0,0.0,0.4166666666666667,0.08333333333333333
matt-way,0.0,0.0,1.0,0.0,0.0
shiftkey,0.1619047619047619,0.09523809523809523,0.0,0.5285714285714286,0.21428571428571427
vaartis,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
odedhb,0.0,0.0,1.0,0.0,0.0
jublo,0.0,0.0,1.0,0.0,0.0
jhiggins-thrillist,0.0,0.0,0.0,0.0,1.0
ellerbrock,0.0,1.0,0.0,0.0,0.0
WenryXu,0.0,1.0,0.0,0.0,0.0
hokein,0.2587271863383549,0.19449956678498562,0.16400681964280722,0.28203694904832444,0.10072947818552783
electron-bot,0.0,0.0,1.0,0.0,0.0
